event,frame,slot,routine,name,role,cls,blend,peak,life,mood,span,off,wild,hrot,tz,tx,ty,tr,schemeA,schemeB,leg
spawn,8576036,4,9,asm,0,0,0,256,598,1,17000,17088,0,0,1.1951,0.0000,0.0000,2.5931,38,135,8375
spawn,8576596,1,61,038 guilloche rings,2,0,1,161,527,1,17000,2701,14,1,1.3853,0.0506,-0.1776,4.8869,38,135,8375
spawn,8576655,4,37,014 copper octarings,0,0,0,256,1500,2,17000,23777,0,0,1.1564,0.0000,0.0000,2.2939,38,135,8375
spawn,8577486,2,597,574 matrix heavy top,2,0,1,109,981,2,12000,6947,0,0,2.1387,0.1494,-0.2812,5.8843,135,125,8376
spawn,8577645,3,202,179 harmonic lantern,3,0,2,100,381,2,8484,31378,0,0,0.6935,0.2976,0.1871,0.3989,135,125,8376
spawn,8577838,1,253,230 nebula wisps,1,0,1,150,761,2,17000,16186,0,0,1.8944,0.0247,0.1871,1.9947,135,125,8376
spawn,8578217,4,425,402 anodized sheen,0,0,0,256,798,2,17000,2940,0,0,1.2830,0.0000,0.0000,3.6901,125,164,8377
spawn,8579076,4,5,asm,0,0,0,256,630,0,17000,25703,0,0,1.3973,0.0000,0.0000,3.3909,164,41,8378
spawn,8579458,3,579,556 gyroscopes,3,0,1,79,360,0,3686,10241,102,1,2.3296,0.1400,-0.2459,2.9920,164,41,8378
spawn,8579571,2,494,471 ball lightning,3,0,1,125,589,0,6380,1623,97,0,2.4056,0.0271,-0.0341,4.5877,164,41,8378
spawn,8579719,4,429,406 velvet swirl,0,0,0,256,764,1,17000,17794,0,0,1.3356,0.0000,0.0000,2.8923,164,41,8378
spawn,8580516,4,101,078 turing garden,0,0,0,256,643,2,17000,1173,0,0,1.2904,0.0000,0.0000,0.3989,41,68,8379
spawn,8580974,1,331,308 brain coral,1,0,1,153,549,2,17000,16938,0,0,0.9563,0.0718,-0.2388,0.4987,41,68,8379
spawn,8581162,2,524,501 st elmos fire,3,0,2,105,502,2,15140,25921,0,0,1.2622,0.0224,0.0435,3.1915,68,54,8380
spawn,8581169,4,401,378 wind streaks,0,0,0,256,730,0,17000,8754,0,0,1.3529,0.0000,0.0000,3.9893,68,54,8380
spawn,8581768,3,528,505 lightning spiral,3,0,1,92,595,0,4153,32462,7,0,2.0073,0.0059,-0.1612,0.4987,68,54,8380
spawn,8581973,4,427,404 crushed velvet,0,0,0,256,830,2,17000,28156,0,0,1.4079,0.0000,0.0000,4.5877,68,54,8380
spawn,8582349,2,149,126 orbit lace,2,0,2,80,911,2,12000,13374,118,1,2.2968,0.2271,0.1024,1.9947,54,72,8381
spawn,8582544,1,58,035 string cardioid,2,0,4,90,708,2,17000,19979,0,1,0.9070,0.0059,-0.1918,4.9867,54,72,8381
spawn,8582906,4,379,356 overcast lozenges,0,0,0,256,802,1,17000,1423,0,0,1.3578,0.0000,0.0000,2.6928,54,72,8381
spawn,8583665,4,455,432 crumple dye,0,0,0,256,968,2,17000,11133,0,0,1.4236,0.0000,0.0000,0.0000,72,36,8382
spawn,8584115,1,563,540 cloud rift,2,0,4,90,759,2,17000,29656,0,0,2.3337,0.2671,-0.0600,5.7845,72,36,8382
spawn,8584446,3,555,532 stepped leader,3,0,2,77,422,2,9398,18050,83,2,0.7079,-0.0129,-0.1118,5.9840,36,100,8383
spawn,8584613,4,258,235 petal rosette,1,0,0,256,943,2,17000,3719,0,0,1.0521,0.0000,0.0000,5.0864,36,100,8383
spawn,8585306,2,148,125 attractor dust,2,0,2,84,658,2,17000,16799,0,0,1.8411,0.2294,0.0576,3.6901,100,96,8384
spawn,8585590,1,255,232 zebra flow,1,0,1,142,1326,2,17000,24455,0,0,0.6320,-0.2929,-0.2765,5.3856,100,96,8384
spawn,8585729,4,334,311 agate slices,1,0,0,256,806,2,17000,7578,0,0,1.1655,0.0000,0.0000,3.3909,100,96,8384
spawn,8586330,3,610,587 slow snow,3,0,2,107,650,2,10710,31194,0,0,1.7240,0.0529,-0.1094,1.0971,96,56,8385
spawn,8586598,4,21,asm,0,1,0,256,216,1,17000,16756,0,0,1.1540,0.0000,0.0000,1.3963,96,56,8385
spawn,8586885,4,424,401 hammered metal,0,0,0,256,642,2,17000,9881,0,0,1.2370,0.0000,0.0000,4.1888,96,56,8385
spawn,8587323,2,212,189 reiter crystal,3,0,2,97,384,2,17000,31371,0,0,0.9748,0.3000,0.1894,5.4853,56,97,8386
spawn,8587601,4,413,390 cathedral panes,0,0,0,256,834,2,17000,15673,0,0,1.3874,0.0000,0.0000,5.0864,56,97,8386
spawn,8588135,3,157,134 aurora curtain,2,0,1,115,364,2,6000,31089,0,2,2.3666,-0.1165,0.2553,5.3856,56,97,8386
spawn,8588386,4,91,068 wormhole pond,1,0,0,256,1211,1,17000,23447,0,0,1.3110,0.0000,0.0000,3.2912,97,122,8387
spawn,8588774,1,114,091 diamond confetti,2,0,1,164,1165,1,17000,10053,0,0,0.7859,0.2529,0.1965,0.1995,97,122,8387
spawn,8588776,4,451,428 soft tartan,0,0,0,256,827,1,17000,19135,0,0,1.0775,0.0000,0.0000,1.1968,97,122,8387
spawn,8589203,2,193,170 gyroid veil,2,0,1,127,793,1,13062,30173,0,0,1.0528,0.0482,-0.1871,4.5877,97,122,8387
spawn,8589586,4,375,352 sunset bands,0,0,0,256,700,0,17000,2368,0,0,1.4145,0.0000,0.0000,0.0997,122,163,8388
spawn,8590115,3,196,173 steiner necklace,3,0,1,88,823,0,4387,21315,69,2,0.6853,0.0176,-0.0835,3.9893,122,163,8388
spawn,8590403,4,445,422 ripple rings,0,0,0,256,738,0,17000,11713,0,0,1.1663,0.0000,0.0000,3.9893,163,60,8389
spawn,8590912,2,186,163 droste spiral,2,0,1,138,705,0,7066,32371,68,1,1.7302,-0.0741,0.1447,3.6901,163,60,8389
spawn,8591099,1,497,474 storm front,2,0,1,129,1162,0,12625,16286,0,0,2.4323,-0.2106,-0.1753,5.6848,163,60,8389
spawn,8591192,4,428,405 velvet nap,0,0,0,256,712,1,17000,26994,0,0,1.0562,0.0000,0.0000,3.2912,163,60,8389
spawn,8592011,4,479,456 lava wall,0,0,0,256,796,1,17000,834,0,0,1.2000,0.0000,0.0000,5.5851,60,89,8390
spawn,8592691,3,505,482 bolt rain,3,0,1,89,847,1,5000,16995,0,2,0.5868,0.1306,-0.1282,5.5851,89,144,8391
spawn,8592899,1,320,297 quasi penrose,1,0,1,132,946,1,17000,10829,26,0,1.1534,0.1847,0.0412,2.4933,89,144,8391
spawn,8592920,4,46,023 silk gratings,0,0,0,256,1486,0,17000,26081,0,0,1.1532,0.0000,0.0000,2.6928,89,144,8391
spawn,8593682,2,32,009 lissa web,2,0,1,132,674,0,8103,1788,0,0,0.6094,0.1941,0.0600,0.9973,144,117,8392
spawn,8594524,4,443,420 elliptic rings,0,0,0,256,894,1,17000,14421,0,0,1.3989,0.0000,0.0000,5.6848,117,51,8393
spawn,8595109,2,519,496 storm horizon,2,0,1,132,789,1,14781,32662,0,0,0.7264,0.0459,0.0435,3.8896,117,51,8393
spawn,8595231,3,509,486 volcanic lightning,2,0,4,80,1008,1,6890,23300,0,0,1.4059,-0.0506,0.0576,3.0917,117,51,8393
spawn,8595381,4,72,049 voronoi breath,0,0,0,256,876,1,17000,4856,0,0,1.1088,0.0000,0.0000,4.4880,117,51,8393
spawn,8595939,1,201,178 doyle spiral,2,0,1,174,1123,1,17000,16652,0,2,0.7469,-0.2953,0.2082,0.2992,51,24,8394
spawn,8596317,4,449,426 fisheye grid,0,0,0,256,1064,2,17000,12461,0,0,1.4162,0.0000,0.0000,5.9840,51,24,8394
spawn,8597093,2,98,075 coral lace,3,0,2,110,1013,2,17000,28424,65,1,2.2065,0.2788,-0.1212,1.9947,24,64,8395
spawn,8597443,4,385,362 supernova shells,0,0,0,256,726,0,17000,2389,0,0,1.3578,0.0000,0.0000,5.9840,24,64,8395
spawn,8597896,1,169,146 apollonian rings,2,0,1,177,816,0,8000,15983,0,0,1.3176,-0.0176,0.1659,2.4933,64,28,8396
spawn,8598267,4,48,025 ember triad,0,0,0,256,1052,0,17000,7798,0,0,1.0693,0.0000,0.0000,5.7845,64,28,8396
spawn,8598849,2,153,130 pentagrid,2,0,1,114,469,0,6152,23231,136,2,0.9686,-0.2388,-0.0671,2.2939,28,175,8397
spawn,8599087,3,82,059 binary dance,3,0,1,76,410,0,4214,14975,54,1,1.7713,0.1635,0.1753,1.3963,28,175,8397
spawn,8599238,1,192,169 braid loom,2,0,1,178,821,0,13187,29132,159,0,0.5170,-0.1424,-0.2318,6.0837,28,175,8397
spawn,8599314,4,87,064 starburst forge,0,0,0,256,1490,1,17000,19686,0,0,1.3192,0.0000,0.0000,1.8949,28,175,8397
spawn,8600243,2,165,142 attractor smoke,3,0,1,122,828,1,14906,8916,0,0,1.1739,-0.1000,0.0247,1.5957,175,113,8398
spawn,8600401,3,593,570 orrery,3,0,1,105,256,1,6906,3079,81,0,2.3707,-0.1824,0.0976,2.7925,175,113,8398
spawn,8600626,4,345,322 quasi twelve,1,0,0,256,1062,2,17000,27790,0,0,1.1285,0.0000,0.0000,5.8843,113,71,8399
spawn,8600866,4,444,421 rounded squares,0,0,0,256,912,2,17000,18483,0,0,1.3274,0.0000,0.0000,3.6901,113,71,8399
spawn,8601106,4,111,088 star cross,0,0,0,256,1284,2,17000,30441,0,0,1.4030,0.0000,0.0000,0.8976,113,71,8399
spawn,8601518,1,301,278 vault ribs,1,0,1,159,698,2,17000,12736,0,0,2.1941,0.0576,-0.2576,1.2965,113,71,8399
spawn,8601792,3,551,528 lightning comet,3,0,2,107,447,2,9398,7757,0,2,1.0138,-0.0812,0.1612,4.0891,71,80,8400
spawn,8602060,2,539,516 skyline leaders,3,0,4,90,465,2,17000,1893,0,0,1.5413,0.1188,0.1471,3.4907,71,80,8400
spawn,8602485,4,270,247 pearl curtain,1,0,0,256,716,2,17000,20809,0,0,1.0866,0.0000,0.0000,3.8896,71,80,8400
spawn,8603165,1,176,153 loxodrome drift,2,0,1,131,1060,2,17000,2897,0,0,1.6789,-0.2953,0.2294,2.1941,80,10,8401
spawn,8603379,4,28,005 breathing fold,0,0,0,256,1179,1,17000,11578,0,0,1.1425,0.0000,0.0000,1.3963,80,10,8401
spawn,8603640,4,329,306 paisley field,1,0,0,256,839,0,17000,24166,0,0,1.3167,0.0000,0.0000,5.4853,80,10,8401
spawn,8603880,4,308,285 dune perspective,1,0,0,256,846,1,17000,12965,0,0,1.2181,0.0000,0.0000,5.2859,10,138,8402
spawn,8604120,4,442,419 ring moire,0,0,0,256,765,1,17000,23600,0,0,1.2058,0.0000,0.0000,4.7872,10,138,8402
spawn,8604510,3,130,107 stereographic cage,3,0,1,111,775,1,5875,11807,106,2,2.0361,0.1282,-0.2412,3.7899,10,138,8402
spawn,8604793,1,79,056 ribbon swarm,2,0,1,154,853,1,16789,31989,168,2,1.1985,0.2106,-0.0082,0.1995,138,14,8403
spawn,8604895,2,162,139 harmonic orb,2,0,1,116,577,1,11125,5622,0,0,1.4962,0.0106,-0.2765,2.4933,138,14,8403
spawn,8604948,4,263,240 mesh warp,1,0,0,256,930,0,17000,18752,0,0,1.1844,0.0000,0.0000,5.2859,138,14,8403
spawn,8606042,4,8,asm,0,0,0,256,288,2,17000,24536,0,0,1.1893,0.0000,0.0000,1.4960,14,147,8404
spawn,8606370,1,252,229 stained glass,1,0,1,171,629,2,17000,11384,0,0,1.6132,-0.0553,0.0506,0.4987,14,147,8404
spawn,8606395,4,411,388 rose window,0,0,0,256,1283,1,17000,32399,0,0,1.4260,0.0000,0.0000,3.6901,14,147,8404
spawn,8606699,2,498,475 frozen bolt,3,0,1,106,296,1,15031,25805,0,0,1.8862,0.0059,-0.0035,3.1915,14,147,8404
spawn,8606936,3,190,167 medusa drift,3,0,1,76,298,1,4000,19668,0,0,0.9481,0.2435,-0.2388,0.7979,147,102,8405
spawn,8607716,2,151,128 aggregate bloom,3,0,1,137,392,1,15125,13930,64,0,0.4534,0.2576,-0.2976,3.1915,147,102,8405
spawn,8607816,4,365,342 soft checker plasma,0,0,0,256,699,1,17000,25789,0,0,1.3225,0.0000,0.0000,4.2885,102,119,8406
spawn,8608202,1,287,264 root veins,1,0,1,163,917,1,17000,7217,32,2,0.8886,-0.2929,-0.0224,0.7979,102,119,8406
spawn,8608425,3,83,060 meteor veil,3,0,1,77,1031,1,6687,18685,92,0,0.7408,0.0482,0.0153,2.9920,102,119,8406
spawn,8608525,4,86,063 spiral zoom,0,0,0,256,1146,2,17000,32086,0,0,1.4170,0.0000,0.0000,0.4987,102,119,8406
spawn,8608908,2,214,191 hopf weave,2,0,2,103,931,2,17000,13256,17,0,1.4674,-0.0459,-0.1118,1.7952,119,126,8407
spawn,8609140,4,416,393 grouted tiles,0,0,0,256,1020,0,17000,2879,0,0,1.3463,0.0000,0.0000,5.4853,119,126,8407
spawn,8609691,1,295,272 hex bokeh,1,0,1,145,375,0,13781,26301,0,0,0.6484,0.1682,-0.1000,6.0837,119,126,8407
spawn,8609878,3,611,588 pollen drift,3,0,1,113,420,0,4438,8038,33,1,1.0836,0.1471,0.1941,5.9840,126,4,8408
spawn,8610229,4,485,462 soap film,0,0,0,256,831,1,17000,17742,0,0,1.2263,0.0000,0.0000,4.6875,126,4,8408
spawn,8610483,2,27,004 mirror truchet,2,0,1,108,949,1,15125,30988,0,1,1.0528,-0.1376,-0.0553,3.6901,126,4,8408
spawn,8610647,1,116,093 cathedral fan,2,0,1,180,859,1,17000,8114,0,0,1.7261,0.2082,-0.2153,1.5957,126,4,8408
spawn,8611008,4,268,245 orbit rings,1,0,0,256,679,1,17000,25410,0,0,1.2460,0.0000,0.0000,0.1995,4,6,8409
spawn,8611510,4,441,418 breathing rings,0,0,0,256,892,2,17000,14576,0,0,1.3792,0.0000,0.0000,2.2939,4,6,8409
spawn,8611860,3,171,148 pendulum wave,3,0,2,88,534,2,10335,28677,62,0,1.1677,-0.2600,-0.1800,4.2885,6,168,8410
spawn,8612014,2,596,573 matrix spokes,3,0,2,131,601,2,17000,2999,0,0,1.7343,-0.2600,-0.1024,5.9840,6,168,8410
spawn,8612375,1,228,205 lattice windows,1,0,1,172,738,2,17000,21920,8,0,1.6255,0.2365,0.1282,4.4880,6,168,8410
spawn,8612513,4,367,344 silk bands,0,0,0,256,683,2,17000,18217,0,0,1.3077,0.0000,0.0000,3.9893,6,168,8410
spawn,8613194,4,377,354 rolling mist,0,0,0,256,776,0,17000,6332,0,0,1.1967,0.0000,0.0000,4.8869,168,120,8411
spawn,8613575,3,613,590 plankton wake,3,0,1,81,452,0,4753,21229,0,0,2.3563,0.2035,-0.2153,2.2939,168,120,8411
spawn,8613692,2,159,136 dipole lines,2,0,1,113,654,0,8103,13682,0,0,2.1120,-0.1353,0.0341,5.8843,168,120,8411
spawn,8613909,1,349,326 spirograph veil,1,0,1,156,644,0,14093,29061,140,1,0.4390,-0.1024,0.1941,5.1861,120,91,8412
spawn,8614129,4,370,347 curl plasma,0,0,0,256,824,0,17000,25672,0,0,1.3110,0.0000,0.0000,6.2832,120,91,8412
spawn,8614962,4,84,061 checker tunnel,0,0,0,256,1147,1,17000,12287,0,0,1.3290,0.0000,0.0000,1.4960,91,142,8413
spawn,8615391,1,353,330 wisp curls,1,0,1,164,879,1,17000,29740,170,0,0.6402,-0.1776,0.1024,4.4880,91,142,8413
spawn,8615586,3,588,565 pinion ladder,3,0,1,111,593,1,6328,5543,95,0,0.5909,0.2082,0.2882,4.4880,91,142,8413
spawn,8615857,2,604,581 matrix corners,2,0,1,138,933,1,9031,19794,36,0,1.5413,0.0718,0.2271,0.0000,91,142,8413
spawn,8615977,4,68,045 lenia bloom,0,0,0,256,1065,1,17000,1573,0,0,1.3036,0.0000,0.0000,2.3936,142,18,8414
spawn,8617148,4,426,403 damascus steel,0,0,0,256,722,1,17000,17808,0,0,1.3299,0.0000,0.0000,3.7899,18,171,8415
spawn,8617620,3,96,073 frost court,3,0,2,96,349,1,7343,4249,0,0,2.1982,0.0459,-0.0318,2.4933,18,171,8415
spawn,8617723,1,354,331 mosaic wave,1,0,1,172,969,1,17000,24280,0,0,1.4243,-0.1400,-0.2765,5.7845,18,171,8415
spawn,8617829,2,535,512 ball lightning drift,3,0,1,119,502,1,12781,12323,71,0,1.4859,-0.0553,-0.2976,0.1995,18,171,8415
spawn,8617854,4,236,213 plume feathers,1,0,0,256,868,1,17000,30383,0,0,1.3858,0.0000,0.0000,3.5904,18,171,8415
spawn,8617860,4,423,400 spun metal,0,0,0,256,856,2,17000,29831,0,0,1.1351,0.0000,0.0000,5.1861,18,171,8415
spawn,8618823,4,122,099 racetrack drums,0,0,0,256,1303,0,17000,10871,0,0,1.2559,0.0000,0.0000,1.6955,171,169,8416
spawn,8619308,3,586,563 corner train,3,0,1,73,372,0,4113,23619,5,1,0.9214,-0.2435,0.0529,1.2965,169,22,8417
spawn,8619438,1,205,182 glass weave,2,0,1,180,990,0,10625,2975,0,2,0.8393,-0.0671,0.2694,5.4853,169,22,8417
spawn,8619616,2,589,566 sprocket chain,3,0,4,90,562,0,6468,29170,123,1,2.0607,0.0365,-0.0012,4.4880,169,22,8417
spawn,10200000,0,404,381 silk folds,0,0,0,256,831,2,17000,18889,0,0,1.3693,0.0000,0.0000,4.3883,172,81,9960
spawn,10200319,1,60,037 pendulum web,2,0,4,90,750,2,17000,31747,81,2,1.1021,0.1518,0.0129,0.9973,81,12,9961
spawn,10200485,2,583,560 gear silhouettes,3,0,2,111,1455,2,17000,8591,0,0,1.2827,-0.2482,0.1471,0.3989,81,12,9961
spawn,10200705,3,569,546 floating lanterns,3,0,2,112,406,2,8882,24374,0,0,1.8370,-0.1188,0.2953,1.1968,81,12,9961
spawn,10200977,4,446,423 ring tunnel,0,0,0,256,706,0,17000,14749,0,0,1.1712,0.0000,0.0000,0.9973,81,12,9961
spawn,10201692,4,64,041 cyclic bloom,0,0,0,256,1533,1,17000,26670,0,0,1.0964,0.0000,0.0000,1.1968,12,103,9962
spawn,10202054,1,38,015 twister star,1,0,1,164,623,1,17000,19056,0,0,0.8906,-0.1659,-0.1306,6.2832,12,103,9962
spawn,10202318,3,220,197 fern dust,3,0,1,113,1001,1,7093,9803,0,0,2.4774,0.0271,0.1424,0.7979,103,19,9963
spawn,10203295,4,438,415 rays through cloud,0,0,0,256,851,2,17000,15230,0,0,1.0258,0.0000,0.0000,6.1835,19,44,9964
spawn,10203949,2,145,122 caustic net,2,0,1,105,856,2,12000,204,90,1,1.4757,-0.0176,0.2012,0.6981,19,44,9964
spawn,10204168,1,192,169 braid loom,2,0,2,102,1362,2,17000,6228,141,0,1.2129,-0.2765,-0.1800,3.6901,44,17,9965
spawn,10204180,4,375,352 sunset bands,0,0,0,256,772,1,17000,21007,0,0,1.2205,0.0000,0.0000,0.3989,44,17,9965
spawn,10204908,3,585,562 gear cascade,3,0,1,73,811,1,5546,26758,0,0,2.4240,0.0671,0.0953,4.7872,44,17,9965
spawn,10205038,4,402,379 raked garden,0,0,0,256,713,2,17000,12634,0,0,1.3118,0.0000,0.0000,0.6981,44,17,9965
spawn,10205608,2,124,101 physarum veil,2,0,1,105,472,2,17000,19187,33,2,2.1449,0.1165,-0.0459,3.9893,17,41,9966
spawn,10205737,4,340,317 dune sea,1,0,0,256,979,2,17000,32530,0,0,1.2699,0.0000,0.0000,0.0000,17,41,9966
spawn,10206013,4,241,218 kelp forest,0,0,0,256,670,0,17000,11456,0,0,1.2773,0.0000,0.0000,0.5984,17,41,9966
spawn,10206253,4,473,450 onyx layers,0,0,0,256,836,2,17000,2714,0,0,1.1984,0.0000,0.0000,2.6928,41,66,9967
spawn,10206824,1,320,297 quasi penrose,1,0,1,142,675,2,17000,19064,0,0,2.2701,0.2294,-0.2435,3.7899,41,66,9967
spawn,10206933,2,203,180 hilbert weave,3,0,2,106,410,2,17000,27564,0,1,1.7364,0.0482,0.2624,1.6955,41,66,9967
spawn,10207040,3,497,474 storm front,2,0,2,106,460,2,9468,13327,0,0,0.7059,-0.2153,-0.1047,0.0000,41,66,9967
spawn,10207256,4,487,464 gradient mesh,0,0,0,256,707,1,17000,6777,0,0,1.4310,0.0000,0.0000,5.9840,66,74,9968
spawn,10208020,4,479,456 lava wall,0,0,0,256,787,1,17000,23699,0,0,1.3784,0.0000,0.0000,5.6848,66,74,9968
spawn,10208543,1,153,130 pentagrid,2,0,1,174,533,1,17000,6923,0,1,2.3933,-0.2318,-0.0506,5.0864,74,150,9969
spawn,10208756,2,621,598 rain glints,3,0,1,128,368,1,14468,30916,0,0,1.4141,-0.1329,-0.1988,5.5851,74,150,9969
spawn,10208879,4,366,343 orbiting blobs,0,0,0,256,1060,2,17000,11486,0,0,1.0471,0.0000,0.0000,2.0944,74,150,9969
spawn,10209440,3,573,550 kites on strings,3,0,2,97,498,2,9960,18873,0,0,2.1367,0.0224,0.1612,4.6875,150,102,9970
spawn,10210001,2,125,102 vortex silk,2,0,1,133,1186,2,12000,32248,0,0,1.2724,0.0129,0.1071,0.3989,150,102,9970
spawn,10210054,4,455,432 crumple dye,0,0,0,256,783,0,17000,24088,0,0,1.0225,0.0000,0.0000,4.8869,150,102,9970
spawn,10210636,1,141,118 harmonic lantern,2,0,1,160,1496,0,12687,11833,0,0,1.3073,-0.0482,0.2647,0.8976,102,138,9971
spawn,10210917,4,24,001 kaleido rose,0,0,0,256,873,2,17000,5104,0,0,1.2033,0.0000,0.0000,5.7845,102,138,9971
spawn,10211759,3,571,548 soap bubbles,3,0,2,73,431,2,9164,22792,0,0,1.1411,0.0106,0.0341,4.0891,138,52,9972
spawn,10211977,4,489,466 light leaks,0,0,0,256,752,1,17000,30848,0,0,1.0858,0.0000,0.0000,4.6875,138,52,9972
spawn,10212387,2,224,201 lava lamp,2,0,1,101,685,1,11250,17819,0,0,1.0323,0.2647,-0.0529,4.0891,52,174,9973
spawn,10212762,1,541,518 sheet wash,2,0,1,173,1208,1,17000,9607,156,0,1.8144,0.0247,-0.0247,0.3989,52,174,9973
spawn,10212821,4,30,007 pinwheel spiral,0,0,0,256,922,2,17000,1693,0,0,1.2140,0.0000,0.0000,0.0000,52,174,9973
spawn,10213349,3,607,584 filament web,3,0,2,82,474,2,10968,26671,0,0,1.2642,-0.2271,0.2247,3.5904,52,174,9973
spawn,10213736,4,474,451 topo contours,0,0,0,256,1622,0,17000,17734,0,0,1.3488,0.0000,0.0000,2.3936,174,156,9974
spawn,10214082,2,549,526 lightning heart,3,0,1,112,672,0,7628,29619,55,0,1.7713,0.0741,-0.1800,4.0891,174,156,9974
spawn,10215012,1,300,277 aurora sheet,1,0,1,153,646,0,14062,6627,0,0,0.8393,-0.0059,-0.0388,0.0000,156,38,9975
spawn,10215333,3,176,153 loxodrome drift,2,0,1,88,895,0,4742,29052,70,2,1.0569,-0.2153,-0.2318,4.3883,156,38,9975
spawn,10215366,4,432,409 soft facets,0,0,0,256,800,0,17000,11570,0,0,1.0595,0.0000,0.0000,3.0917,156,38,9975
spawn,10215871,2,103,080 tendril rose,2,0,1,131,1210,0,7998,21304,0,0,1.0261,0.2671,-0.0153,2.7925,38,75,9976
spawn,10216194,4,270,247 pearl curtain,1,0,0,256,839,2,17000,2135,0,0,1.3718,0.0000,0.0000,4.6875,38,75,9976
spawn,10216553,4,92,069 pillar hall,1,0,0,256,1595,1,17000,14875,0,0,1.2674,0.0000,0.0000,3.3909,75,100,9977
spawn,10216793,4,279,256 wing veins,1,0,0,256,774,0,17000,2595,0,0,1.4227,0.0000,0.0000,3.6901,75,100,9977
spawn,10217068,1,149,126 orbit lace,2,0,1,158,606,0,8000,12899,0,0,1.2663,0.2765,-0.2412,1.9947,75,100,9977
spawn,10217300,4,398,375 wave interference,0,0,0,256,650,0,17000,28969,0,0,1.0488,0.0000,0.0000,3.6901,75,100,9977
spawn,10217824,2,160,137 rutt etra relief,2,0,1,100,645,0,5343,4275,0,0,0.6566,0.2341,-0.0671,1.4960,100,51,9978
spawn,10217899,3,32,009 lissa web,2,0,1,91,378,0,4682,21198,40,0,2.4466,-0.1729,-0.0482,2.8923,100,51,9978
spawn,10218031,4,421,398 broken plates,0,0,0,256,856,2,17000,16781,0,0,1.4088,0.0000,0.0000,3.8896,100,51,9978
spawn,10218522,1,191,168 schotter drift,2,0,1,169,906,2,17000,27167,5,1,1.1903,-0.2412,0.0012,1.1968,51,8,9979
spawn,10218890,4,352,329 fern wall,1,0,0,256,692,1,17000,4087,0,0,1.2337,0.0000,0.0000,0.9973,51,8,9979
spawn,10219426,2,551,528 lightning comet,3,0,1,101,845,1,12531,14693,0,0,1.6050,-0.3000,-0.1800,1.2965,51,8,9979
spawn,10219543,4,401,378 wind streaks,0,0,0,256,699,0,17000,30721,0,0,1.1244,0.0000,0.0000,3.6901,8,147,9980
spawn,10220191,4,311,288 phyllotaxis,1,0,0,256,796,2,17000,22081,0,0,1.3677,0.0000,0.0000,1.5957,8,147,9980
spawn,10220525,1,306,283 coral polyps,1,0,1,144,697,2,17000,32028,0,0,0.6915,0.0600,-0.2718,1.4960,8,147,9980
spawn,10220737,3,563,540 cloud rift,2,0,1,111,688,2,10945,10812,0,0,1.6933,0.2106,-0.0012,3.6901,147,7,9981
spawn,10220771,4,379,356 overcast lozenges,0,0,0,256,987,2,17000,4113,0,0,1.2616,0.0000,0.0000,0.9973,147,7,9981
spawn,10221296,2,172,149 bubble iris,2,0,2,111,752,2,12000,19202,163,2,2.0812,0.1376,0.2153,1.5957,147,7,9981
spawn,10221827,4,629,606 burning ship,0,0,0,256,1346,1,17000,28008,0,0,1.2732,0.0000,0.0000,0.3989,7,57,9982
spawn,10222366,1,536,513 rolling front,2,0,1,138,761,1,17000,8666,0,0,1.2622,-0.1659,0.2529,2.9920,7,57,9982
spawn,10222500,3,171,148 pendulum wave,3,0,1,99,709,1,6890,16745,0,0,1.7138,-0.1706,-0.0812,1.3963,7,57,9982
spawn,10222685,4,385,362 supernova shells,0,0,0,256,696,0,17000,22783,0,0,1.0932,0.0000,0.0000,5.9840,57,140,9983
spawn,10223043,2,526,503 lightning script,3,0,1,108,766,0,7980,32006,18,2,2.0176,-0.0482,-0.2247,0.9973,57,140,9983
spawn,10223459,4,447,424 warped grid,0,0,0,256,920,1,17000,15774,0,0,1.1762,0.0000,0.0000,5.0864,57,140,9983
spawn,10224033,1,108,085 vector machine,1,0,1,142,1025,1,17000,23553,0,0,2.2290,0.0812,-0.2200,3.6901,140,141,9984
spawn,10224426,4,331,308 brain coral,1,0,0,256,662,1,17000,630,0,0,1.0258,0.0000,0.0000,5.2859,140,141,9984
spawn,10225054,4,136,113 sandpile mandala,1,0,0,256,759,0,17000,8451,0,0,1.1860,0.0000,0.0000,1.0971,141,13,9985
spawn,10225520,4,46,023 silk gratings,0,0,0,256,952,1,17000,24633,0,0,1.0323,0.0000,0.0000,2.6928,141,13,9985
spawn,10225714,4,426,403 damascus steel,0,0,0,256,922,2,17000,10853,0,0,1.2378,0.0000,0.0000,4.5877,13,142,9986
spawn,10226027,1,349,326 spirograph veil,1,0,1,172,607,2,17000,27376,0,2,1.5742,0.0576,0.0812,3.2912,13,142,9986
spawn,10226339,2,539,516 skyline leaders,3,0,4,90,589,2,17000,2690,34,0,1.5824,0.1353,0.2247,6.2832,13,142,9986
spawn,10226445,3,506,483 sea lightning,3,0,2,98,491,2,9492,18534,0,0,0.5848,0.0694,-0.0271,3.4907,13,142,9986
spawn,10226679,4,266,243 leopard rosettes,1,0,0,256,844,2,17000,22704,0,0,1.0340,0.0000,0.0000,4.2885,13,142,9986
spawn,10227120,4,395,372 water surface,0,0,0,256,694,0,17000,4514,0,0,1.2830,0.0000,0.0000,4.9867,142,20,9987
